nomebusca;url;coordenadas
Don Bosco 1505ArgentinaBahÃ­a Blanca;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
InativoArgentinaSanta fÃ©;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Av. Rosario de Santa Fe 2302ArgentinaSan Francisco - CÃ³rdoba;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Colectora de CircunvalaciÃ³n (altura MonseÃ±or P. Cabrera al 5500)ArgentinaCÃ³rdoba Capital;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Boulevard Circunvalacion Oeste 1899-2097 - esq. Pte. PerÃ³n (O)ArgentinaRÃ­o Cuarto - CÃ³rdoba;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Ruta Nac NÂ° 8 Km 605,5ArgentinaMendonza;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
JUAN B JUSTO 4000ArgentinaCÃ³rdoba Capital;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Av. Pellegrini 1802 -ArgentinaRosario - Santa FÃ©;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Av. Eva PerÃ³n 7650ArgentinaRosario - Santa FÃ©;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Bv. OroÃ±o 4295ArgentinaRosario - Santa FÃ©;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Av. Acceso Norte y Manuel A. SÃ¡ez. 5539 Las Heras, Mendoza.ArgentinaMendonza;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Avenida JosÃ© Ignacio de la Roza Oeste 2341 (5400), San JuanArgentinaSan Juan;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Gdor. Deloqui 1027ArgentinaUshuaia;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
RN Poratti 803 , esq. Arturo FrondiziArgentinaLa Plata - Buenos Aires;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
GENERAL DEHEZA Buenos Aires 405ArgentinaCÃ³rdoba;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
GENERAL CABRERA Santa Fe y JuninArgentinaCÃ³rdoba;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
RIO TERCERO Av. Savio 1124ArgentinaCÃ³rdoba;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
B.v. VÃ©lez Sarsfield 659ArgentinaCÃ³rdoba;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Av. H. Yrigoyen 13480ArgentinaAdroguÃ© - Buenos Aires;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Av. M. Castex 107ArgentinaCanning - Buenos Aires;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Comodoro Rivadavia N 9000ArgentinaChubut;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
San MartÃ­n 2626ArgentinaNeuquÃ©n;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Guatemala 5640ArgentinaCABA;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
Estanislao LÃ³pez 107 - Ruta 14ArgentinaSoldini - Santa FÃ©;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
105 Eunos Avenue 3, Singapore, SingaporeCINGAPURA;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
701 Edwards Ave Elmwood, LA 70123PAQUISTÃƒO;https://www.google.com.br/maps/dir/Au+Acceso+Oeste,+Provincia+de+Buenos+Aires,+Argentina/23+Bajada+Santa+RosaArgentinaCastelar+-+Buenos+Aires/@-34.6151105,-58.8631576,15z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x95bc95df04dd1783:0xaf1284fa39d22dd4!2m2!1d-58.8528578!2d-34.6151109!1m0?entry=ttu;-34.6151105,-58.8631576,15
1A, PhÃº Thuáº­n, Quáº­n 7, ThÃ nh phá»‘ Há»“ ChÃ­ Minh 700000, VietnÃ£VietnÃ£;https://www.google.com.br/maps/search/1A,+Ph%C3%83%C2%BA+Thu%C3%A1%C2%BA%C2%ADn,+Qu%C3%A1%C2%BA%C2%ADn+7,+Th%C3%83%C2%A0nh+ph%C3%A1%C2%BB%E2%80%98+H%C3%A1%C2%BB%E2%80%9C+Ch%C3%83%C2%AD+Minh+700000,+Vietn%C3%83%C2%A3Vietn%C3%83%C2%A3/@-22.9152203,-47.0486951,15z?entry=ttu;-22.9152203,-47.0486951,15
66-N Kitanlad, Lungsod Quezon, Kalakhang Maynila, FilipinasManila;https://www.google.com.br/maps/search/66-N+Kitanlad,+Lungsod+Quezon,+Kalakhang+Maynila,+FilipinasManila/@14.5964838,120.8971572,12z?entry=ttu;14.5964838,120.8971572,12
15-1Nishinohata Takanobayashi Chiyokawa Kameoka,Kyoto,JapanKyoto;https://www.google.com.br/maps/search/15-1Nishinohata+Takanobayashi+Chiyokawa+Kameoka,Kyoto,JapanKyoto/@35.0483715,135.5457736,17z?entry=ttu;35.0483715,135.5457736
100/H NEW ALIPORE BLOCK F,2ND FLOOR KOLKATA Kolkata WB 700053 INKOLKATA;https://www.google.com.br/maps/place/BLOCK+F,2ND+FLOOR,+100,+New+Alipore+Rd,+Buroshibtalla,+New+Alipore,+Kolkata,+West+Bengal+700053,+%C3%8Dndia/@22.5070475,88.3322428,17z/data=!3m1!4b1!4m5!3m4!1s0x3a0270b1caa7e8a3:0x7ff305d4d3b6f4b0!8m2!3d22.5070475!4d88.3348177?entry=ttu;22.5070475,88.3322428
No. 11, Section 2, Ren'ai Rd, Zhongzheng District, Taipei City, Taiwan 10055Taipei City;https://www.google.com.br/maps/search/No.+11,+Section+2,+Ren'ai+Rd,+Zhongzheng+District,+Taipei+City,+Taiwan+10055Taipei+City/@25.0385361,121.5162435,15z/data=!3m1!4b1?entry=ttu;25.0385361,121.5162435,15
No. 455 Jilin Rd. TaipeiTaipei City;https://www.google.com.br/maps/place/No.+455,+Jilin+Rd,+Zhongshan+District,+Taipei+City,+Taiwan+10491/@25.0675386,121.5279799,17z/data=!4m6!3m5!1s0x3442a950c7e09221:0xd797364eab4df80e!8m2!3d25.0675386!4d121.5305548!16s%2Fg%2F11csh6xx_9?entry=ttu;25.0675386,121.5279799
BenzstraÃŸe 3, 64546 MÃ¶rfelden-Walldorf;https://www.google.com.br/maps/search/Benzstra%C3%83%C5%B8e+3,+64546+M%C3%83%C2%B6rfelden-Walldorf/@13.6600253,-67.8392512,3z/data=!3m1!4b1?entry=ttu;13.6600253,-67.8392512,3
Harewood St, Tunstall ST6 5JZ;https://www.google.com.br/maps/place/Harewood+St,+Tunstall,+Stoke-on-Trent+ST6+5JZ,+Reino+Unido/@53.0555426,-2.217907,17z/data=!3m1!4b1!4m6!3m5!1s0x487a42c50cea09d1:0x382073a98895caef!8m2!3d53.0555426!4d-2.2153321!16s%2Fg%2F1wk4clfx?entry=ttu;53.0555426,-2.217907
JateÄnÃ­ 862/32, 301 00 PlzeÅˆ 4-VÃ½chodnÃ­ PÅ™edmÄ›stÃ­, TchÃ©quiaRepÃºblica Tcheca;https://www.google.com.br/maps/search/Jate%C3%84%C2%8Dn%C3%83%C2%AD+862%2F32,+301+00+Plze%C3%85%CB%86+4-V%C3%83%C2%BDchodn%C3%83%C2%AD+P%C3%85%E2%84%A2edm%C3%84%E2%80%BAst%C3%83%C2%AD,+Tch%C3%83%C2%A9quiaRep%C3%83%C2%BAblica+Tcheca/@53.0555426,-2.217907,17z?entry=ttu;53.0555426,-2.217907
5-15 Epsom Rd, Rosebery NSW 2018SYDNEY;https://www.google.com.br/maps/place/5%2F15+Epsom+Rd,+Rosebery+NSW+2018,+Austr%C3%A1lia/@-33.910897,151.2007311,17z/data=!4m6!3m5!1s0x6b12b1b920d5f2cf:0x377f2a2eb421f422!8m2!3d-33.910897!4d151.203306!16s%2Fg%2F11q2nfzgw9?entry=ttu;-33.910897,151.2007311
538 Mt Alexander Rd, Ascot Vale VIC 3032, AustrÃ¡liaVICTORIA;https://www.google.com.br/maps/place/Elegance+Tiles+Ascot+Vale/@-37.7741499,144.9252691,17z/data=!4m6!3m5!1s0x6ad65cfaccef6103:0xc2228e251cbb0d1!8m2!3d-37.7741499!4d144.927844!16s%2Fg%2F1tk1n3t3?entry=ttu;-37.7741499,144.9252691
Av. InteroceÃ¡nica Km 20, junto al intercambiador Pifo, Quito, EcuadorQuito - Pifo;https://www.google.com.br/maps/search/Av.+Interoce%C3%83%C2%A1nica+Km+20,+junto+al+intercambiador+Pifo,+Quito,+EcuadorQuito+-+Pifo/@-0.2329375,-78.3430041,17z/data=!3m1!4b1?entry=ttu;-0.2329375,-78.3430041
Calle de los Naranjos N44-270 Av. de los Granados Quito, EcuadorQuito - Granado;https://www.google.com.br/maps/search/Calle+de+los+Naranjos+N44-270+Av.+de+los+Granados+Quito,+EcuadorQuito+-+Granado/@-0.162951,-78.467268,17z?entry=ttu;-0.162951,-78.467268
Av. LeÃ³n Febres Cordero Km. 13.5 VÃ­a La Puntilla, Plaza Design Guayaquil, EcuadorGuayaquil;https://www.google.com.br/maps/search/Av.+Le%C3%83%C2%B3n+Febres+Cordero+Km.+13.5+V%C3%83%C2%ADa+La+Puntilla,+Plaza+Design+Guayaquil,+EcuadorGuayaquil/@-2.0508113,-79.9133712,16z/data=!3m1!4b1?entry=ttu;-2.0508113,-79.9133712,16
Av. CircunvalaciÃ³n s/n â€“ Av. 38 Manta, EcuadorManta;https://www.google.com.br/maps/search/Av.+Circunvalaci%C3%83%C2%B3n+s%2Fn+%C3%A2%E2%82%AC%E2%80%9C+Av.+38+Manta,+EcuadorManta/@-0.9554357,-80.7447219,17z?entry=ttu;-0.9554357,-80.7447219
Cl. 135 #45-16, BogotÃ¡, ColÃ´mbiaColÃ´mbiaBogotÃ¡ - Autopista Norte;https://www.google.com.br/maps/search/Cl.+135+%2345-16,+Bogot%C3%83%C2%A1,+Col%C3%83%C2%B4mbiaCol%C3%83%C2%B4mbiaBogot%C3%83%C2%A1+-+Autopista+Norte/@4.7211165,-74.0545499,17z?entry=ttu;4.7211165,-74.0545499
Carrera 67a # 95-69 Local 11 - Junto a Cafam de, BogotÃ¡, Cundinamarca, ColÃ´mbiaColÃ´mbiaBogotÃ¡ - Av 68;https://www.google.com.br/maps/place/DECORCERAMICA+*+Avda.68+Bogot%C3%A1/@4.6872885,-74.0758149,17z/data=!4m6!3m5!1s0x8e3f9ade3deb6907:0xeb6c478f908465b0!8m2!3d4.6872885!4d-74.07324!16s%2Fg%2F11b6zk9wcp?entry=ttu;4.6872885,-74.0758149
Cra. 11 No. 93a - 83, BogotÃ¡, ColÃ´mbiaColÃ´mbiaBogotÃ¡ - Torre DC;https://www.google.com.br/maps/search/Cra.+11+No.+93a+-+83,+Bogot%C3%83%C2%A1,+Col%C3%83%C2%B4mbiaCol%C3%83%C2%B4mbiaBogot%C3%83%C2%A1+-+Torre+DC/@4.6769224,-74.0490462,17z?entry=ttu;4.6769224,-74.0490462
Av. Cra 19 #100-40, UsaquÃ©n, BogotÃ¡, Cundinamarca, ColÃ´mbiaColÃ´mbiaBogotÃ¡ - Av 19;https://www.google.com.br/maps/place/WeWork+Espacio+de+Oficinas+%26+Coworking/@4.6867551,-74.0547294,17z/data=!4m6!3m5!1s0x8e3f9b9f2314647d:0x2eaab5e228d856d8!8m2!3d4.6867551!4d-74.0521545!16s%2Fg%2F11h71y5lb1?entry=ttu;4.6867551,-74.0547294
Av. Cdad. de Lima #28-80 Piso 2 Local B74, Los MÃ¡rtires, BogotÃ¡, Cundinamarca, ColÃ´mbiaColÃ´mbiaBogotÃ¡ - Centro Comercial Mall Plaza;https://www.google.com.br/maps/search/Av.+Cdad.+de+Lima+%2328-80+Piso+2+Local+B74,+Los+M%C3%83%C2%A1rtires,+Bogot%C3%83%C2%A1,+Cundinamarca,+Col%C3%83%C2%B4mbiaCol%C3%83%C2%B4mbiaBogot%C3%83%C2%A1+-+Centro+Comercial+Mall+Plaza/@4.6535668,-74.1763033,12z?entry=ttu;4.6535668,-74.1763033,12
Cra 40A, Av. Panamericana # 19Aâ€“88, Pasto, NariÃ±o, ColÃ´mbiaPasto;https://www.google.com.br/maps/search/Cra+40A,+Av.+Panamericana+%23+19A%C3%A2%E2%82%AC%E2%80%9C88,+Pasto,+Nari%C3%83%C2%B1o,+Col%C3%83%C2%B4mbiaPasto/@1.2305053,-77.2881148,17z/data=!3m1!4b1?entry=ttu;1.2305053,-77.2881148
Avenida Pasoancho #75 - 142, Cdad. Capri, Cali, Valle del Cauca, ColÃ´mbiaCali - Av Pasoancho;https://www.google.com.br/maps/search/Avenida+Pasoancho+%2375+-+142,+Cdad.+Capri,+Cali,+Valle+del+Cauca,+Col%C3%83%C2%B4mbiaCali+-+Av+Pasoancho/@3.3899029,-76.5414306,17z?entry=ttu;3.3899029,-76.5414306
Cra. 1 #62-80 Local 123 - 202, COMUNA 4, Cali, Valle del Cauca, ColÃ´mbiaCali - IDEO;https://www.google.com.br/maps/place/IDEO+CALI+Mall/@3.4816291,-76.501444,17z/data=!3m1!4b1!4m6!3m5!1s0x8e30a7d589c2447d:0xada224b28bbbcb4c!8m2!3d3.4816291!4d-76.4988691!16s%2Fg%2F11c5zzwxxr?entry=ttu;3.4816291,-76.501444
Av. Pasoancho #73 - 34, Cdad. Capri, Cali, Valle del Cauca, ColÃ´mbiaCali - Outlet;https://www.google.com.br/maps/search/Av.+Pasoancho+%2373+-+34,+Cdad.+Capri,+Cali,+Valle+del+Cauca,+Col%C3%83%C2%B4mbiaCali+-+Outlet/@3.3899029,-76.5414306,17z?entry=ttu;3.3899029,-76.5414306
Av. 30 de Agosto #41 - 12, Pereira, Risaralda, ColÃ´mbiaPereira;https://www.google.com.br/maps/search/Av.+30+de+Agosto+%2341+-+12,+Pereira,+Risaralda,+Col%C3%83%C2%B4mbiaPereira/@4.8107351,-75.8242854,12z/data=!3m1!4b1?entry=ttu;4.8107351,-75.8242854,12
Edificio Tramonti, Car 23 #69a - 96 Local 1, Manizales, Caldas, ColÃ´mbiaManizales;https://www.google.com.br/maps/place/EDIFICIO+CAMILA/@5.0482139,-75.4821401,17z/data=!3m1!4b1!4m6!3m5!1s0x8e4765abbb4819c1:0xcecb69a0effbc3eb!8m2!3d5.0482139!4d-75.4795652!16s%2Fg%2F11h4tckk4p?entry=ttu;5.0482139,-75.4821401
Cl. 5 #2-70, Cartagena de Indias, Provincia de Cartagena, BolÃ­var, ColÃ´mbiaCartagena;https://www.google.com.br/maps/search/Cl.+5+%232-70,+Cartagena+de+Indias,+Provincia+de+Cartagena,+Bol%C3%83%C2%ADvar,+Col%C3%83%C2%B4mbiaCartagena/@10.4001672,-75.5909284,12z/data=!3m1!4b1?entry=ttu;10.4001672,-75.5909284,12
Sentido Norte/Sur, Cra. 6 #6-60, Armenia, QuindÃ­o, ColÃ´mbiaArmenia;https://www.google.com.br/maps/search/Sentido+Norte%2FSur,+Cra.+6+%236-60,+Armenia,+Quind%C3%83%C2%ADo,+Col%C3%83%C2%B4mbiaArmenia/@10.4001672,-75.5909284,12z?entry=ttu;10.4001672,-75.5909284,12
Cl. 41 #15d 43 PortalDeLaCandelaria, MonterÃ­a, CÃ³rdoba, ColÃ´mbiaMonterÃ­a;https://www.google.com.br/maps/search/Cl.+41+%2315d+43+PortalDeLaCandelaria,+Monter%C3%83%C2%ADa,+C%C3%83%C2%B3rdoba,+Col%C3%83%C2%B4mbiaMonter%C3%83%C2%ADa/@8.7638905,-75.8976787,14z/data=!3m1!4b1?entry=ttu;8.7638905,-75.8976787,14
Cl. 45 #26 - 45, Bucaramanga, Santander, ColÃ´mbiaBucaramanga;https://www.google.com.br/maps/search/Cl.+45+%2326+-+45,+Bucaramanga,+Santander,+Col%C3%83%C2%B4mbiaBucaramanga/@7.1198584,-73.1312918,15z/data=!3m1!4b1?entry=ttu;7.1198584,-73.1312918,15
Cra. 51B #93-107, Riomar, Barranquilla, AtlÃ¡ntico, ColÃ´mbiaBarranquilla;https://www.google.com.br/maps/search/Cra.+51B+%2393-107,+Riomar,+Barranquilla,+Atl%C3%83%C2%A1ntico,+Col%C3%83%C2%B4mbiaBarranquilla/@11.0109363,-74.8286202,17z/data=!3m1!4b1?entry=ttu;11.0109363,-74.8286202
Cra. 9 #10 - 44, Valledupar, Cesar, ColÃ´mbiaValledupar;https://www.google.com.br/maps/search/Cra.+9+%2310+-+44,+Valledupar,+Cesar,+Col%C3%83%C2%B4mbiaValledupar/@10.4658755,-73.2978904,13z/data=!3m1!4b1?entry=ttu;10.4658755,-73.2978904,13
Cl. 45 #26 - 45, Bucaramanga, Santander, ColÃ´mbiaBucaramanga;https://www.google.com.br/maps/search/Cl.+45+%2326+-+45,+Bucaramanga,+Santander,+Col%C3%83%C2%B4mbiaBucaramanga/@7.1198584,-73.1312918,15z/data=!3m1!4b1?entry=ttu;7.1198584,-73.1312918,15
Av. Del Ferrocarril #26B-12, Comuna 2, Santa Marta, Magdalena, ColÃ´mbiaSanta Marta;https://www.google.com.br/maps/search/Av.+Del+Ferrocarril+%2326B-12,+Comuna+2,+Santa+Marta,+Magdalena,+Col%C3%83%C2%B4mbiaSanta+Marta/@11.2355502,-74.2065209,17z/data=!3m1!4b1?entry=ttu;11.2355502,-74.2065209
B/ Popular, La Gran Colombia #6E-86, CÃºcuta, Norte de Santander, ColÃ´mbiaCÃºcuta;https://www.google.com.br/maps/search/B%2F+Popular,+La+Gran+Colombia+%236E-86,+C%C3%83%C2%BAcuta,+Norte+de+Santander,+Col%C3%83%C2%B4mbiaC%C3%83%C2%BAcuta/@7.8934867,-72.4940437,17z?entry=ttu;7.8934867,-72.4940437
Cra. 5 #29-71 Local 104, IbaguÃ©, Tolima, ColÃ´mbiaIbaguÃ©;https://www.google.com.br/maps/search/Cra.+5+%2329-71+Local+104,+Ibagu%C3%83%C2%A9,+Tolima,+Col%C3%83%C2%B4mbiaIbagu%C3%83%C2%A9/@4.4344409,-75.2248823,14z/data=!3m1!4b1?entry=ttu;4.4344409,-75.2248823,14
Cra 42, Auto. S #75-83, MedellÃ­n, ColÃ´mbiaMedellin;https://www.google.com.br/maps/search/Cra+42,+Auto.+S+%2375-83,+Medell%C3%83%C2%ADn,+Col%C3%83%C2%B4mbiaMedellin/@6.2457026,-75.5648239,17z?entry=ttu;6.2457026,-75.5648239
Cra 42, Auto. S #75-83, MedellÃ­n, ColÃ´mbiaItagui;https://www.google.com.br/maps/search/Cra+42,+Auto.+S+%2375-83,+Medell%C3%83%C2%ADn,+Col%C3%83%C2%B4mbiaItagui/@6.2456834,-75.644652,12z/data=!3m1!4b1?entry=ttu;6.2456834,-75.644652,12
